800739,0
800740,0
800741,0
800742,0
800743,0
800744,0
800745,0
800746,0
800747,0
800748,0
800749,1
800750,0
800751,0
800752,0
800753,0
800754,0
800755,0
800756,0
800757,0
800758,0
800759,0
800760,0
800761,0
800762,0
800763,0
800764,0
800765,0
800766,0
800767,0
800768,0
800769,0
800770,1
800771,0
800772,0
800773,0
800774,0
800775,0
800776,1
800777,0
800778,0
800779,0
800780,0
800781,0
800782,0
800783,0
800784,0
800785,0
800786,0
800787,0
800788,1
800789,0
800790,0
800791,1
800792,0
800793,0
800794,0
800795,0
800796,0
800797,0
800798,1
800799,0
800800,0
800801,0
800802,0
800803,1
800804,0
800805,0
800806,0
800807,0
800808,0
800809,0
800810,0
800811,0
800812,0
800813,1
800814,0
800815,0
800816,0
800817,0
800818,0
800819,0
800820,0
800821,0
800822,0
800823,0
800824,0
800825,0
800826,0
800827,0
800828,0
800829,0
800830,1
800831,0
800832,0
800833,0
800834,0
800835,0
800836,0
800837,0
800838,0
800839,0
800840,0
800841,0
800842,0
800843,0
800844,0
800845,0
800846,0
800847,0
800848,0
800849,0
800850,0
800851,1
800852,1
800853,0
800854,1
800855,0
800856,0
800857,0
800858,0
800859,0
800860,0
800861,1
800862,1
800863,0
800864,0
800865,0
800866,0
800867,1
800868,0
800869,0
800870,0
800871,0
800872,0
800873,0
800874,0
800875,0
800876,0
800877,0
800878,0
800879,0
800880,0
800881,0
800882,0
800883,0
800884,0
800885,0
800886,0
800887,0
800888,0
800889,0
800890,1
800891,0
800892,0
800893,0
800894,0
800895,0
800896,0
800897,0
800898,0
800899,0
800900,0
800901,0
800902,0
800903,0
800904,0
800905,0
800906,0
800907,0
800908,0
800909,0
800910,0
800911,1
800912,0
800913,1
800914,0
800915,0
800916,0
800917,1
800918,0
800919,0
800920,0
800921,1
800922,0
800923,0
800924,0
800925,0
800926,0
800927,0
800928,0
800929,0
800930,0
800931,0
800932,0
800933,0
800934,0
800935,0
800936,0
800937,0
800938,0
800939,0
800940,0
800941,0
800942,0
800943,0
800944,0
800945,0
800946,0
800947,0
800948,0
800949,0
800950,0
800951,0
800952,0
800953,1
800954,1
800955,0
800956,0
800957,0
800958,0
800959,0
800960,0
800961,0
800962,0
800963,0
800964,0
800965,0
800966,0
800967,0
800968,0
800969,0
800970,0
800971,0
800972,0
800973,0
800974,0
800975,0
800976,0
800977,1
800978,1
800979,0
800980,0
800981,1
800982,0
800983,0
800984,0
800985,0
800986,0
800987,0
800988,0
800989,0
800990,0
800991,0
800992,0
800993,1
800994,1
800995,0
800996,1
800997,1
800998,0
800999,0
801000,0
801001,0
801002,0
801003,0
801004,1
801005,0
801006,0
801007,0
801008,0
801009,1
801010,0
801011,0
801012,0
801013,0
801014,0
801015,0
801016,1
801017,1
801018,0
801019,0
801020,1
801021,0
801022,0
801023,1
801024,0
801025,0
801026,0
801027,0
801028,0
801029,0
801030,0
801031,0
801032,0
801033,0
801034,0
801035,0
801036,0
801037,0
801038,0
801039,0
801040,1
801041,0
801042,0
801043,0
801044,0
801045,0
801046,1
801047,0
801048,0
801049,0
801050,1
801051,1
801052,0
801053,0
801054,0
801055,0
801056,0
801057,0
801058,0
801059,0
801060,0
801061,0
801062,0
801063,0
801064,0
801065,0
801066,1
801067,0
801068,0
801069,0
801070,0
801071,0
801072,0
801073,0
801074,1
801075,0
801076,0
801077,0
801078,0
801079,0
801080,0
801081,0
801082,0
801083,0
801084,0
801085,0
801086,0
801087,0
801088,0
801089,0
801090,0
801091,0
801092,0
801093,0
801094,0
801095,0
801096,0
801097,0
801098,0
801099,0
801100,0
801101,0
801102,0
801103,0
801104,0
801105,0
801106,0
801107,0
801108,0
801109,0
801110,0
801111,0
801112,0
801113,0
801114,1
801115,0
801116,0
801117,0
801118,1
801119,0
801120,0
801121,0
801122,0
801123,0
801124,0
801125,0
801126,1
801127,0
801128,0
801129,0
801130,0
801131,0
801132,0
801133,0
801134,0
801135,0
801136,0
801137,0
801138,0
801139,0
801140,0
801141,1
801142,1
801143,0
801144,0
801145,0
801146,0
801147,0
801148,0
801149,0
801150,0
801151,0
801152,0
801153,0
801154,0
801155,0
801156,0
801157,0
801158,0
801159,0
801160,0
801161,0
801162,0
801163,0
801164,0
801165,0
801166,0
801167,0
801168,0
801169,0
801170,0
801171,1
801172,0
801173,0
801174,0
801175,0
801176,0
801177,0
801178,0
801179,0
801180,0
801181,0
801182,0
801183,1
801184,1
801185,0
801186,0
801187,0
801188,0
801189,0
801190,0
801191,0
801192,1
801193,0
801194,0
801195,0
801196,0
801197,1
801198,0
801199,0
801200,0
801201,0
801202,1
801203,0
801204,0
801205,0
801206,0
801207,0
801208,0
801209,1
801210,0
801211,0
801212,1
801213,0
801214,0
801215,0
801216,0
801217,0
801218,0
801219,0
801220,0
801221,0
801222,0
801223,0
801224,0
801225,0
801226,0
801227,0
801228,0
801229,0
801230,0
801231,0
801232,0
801233,1
801234,0
801235,0
801236,0
801237,0
801238,0
801239,0
801240,0
801241,0
801242,0
801243,1
801244,0
801245,0
801246,0
801247,0
801248,0
801249,0
801250,0
801251,0
801252,0
801253,0
801254,0
801255,0
801256,0
801257,0
801258,0
801259,0
801260,0
801261,0
801262,0
801263,1
801264,1
801265,0
801266,0
801267,0
801268,0
801269,1
801270,0
801271,0
801272,0
801273,1
801274,0
801275,0
801276,0
801277,0
801278,1
801279,0
801280,0
801281,0
801282,0
801283,0
801284,0
801285,0
801286,0
801287,0
801288,1
801289,0
801290,1
801291,0
801292,0
801293,0
801294,0
801295,0
801296,0
801297,0
801298,1
801299,0
801300,0
801301,0
801302,0
801303,0
801304,0
801305,0
801306,0
801307,0
801308,0
801309,0
801310,0
801311,0
801312,0
801313,0
801314,0
801315,0
801316,0
801317,0
801318,0
801319,0
801320,1
801321,1
801322,0
801323,1
801324,0
801325,0
801326,0
801327,0
801328,0
801329,0
801330,0
801331,0
801332,1
801333,0
801334,0
801335,0
801336,1
801337,0
801338,0
801339,0
801340,0
801341,0
801342,1
801343,0
801344,0
801345,0
801346,0
801347,0
801348,0
801349,0
801350,0
801351,0
801352,1
801353,0
801354,0
801355,0
801356,0
801357,0
801358,0
801359,0
801360,0
801361,0
801362,0
801363,0
801364,0
801365,0
801366,1
801367,0
801368,0
801369,0
801370,0
801371,0
801372,0
801373,0
801374,0
801375,0
801376,0
801377,0
801378,0
801379,0
801380,0
801381,0
801382,0
801383,0
801384,0
801385,0
801386,1
801387,0
801388,0
801389,0
801390,0
801391,0
801392,0
801393,0
801394,0
801395,0
801396,0
801397,0
801398,0
801399,0
801400,0
801401,0
801402,0
801403,0
801404,0
801405,0
801406,0
801407,0
801408,0
801409,0
801410,1
801411,0
801412,0
801413,0
801414,0
801415,0
801416,0
801417,0
801418,0
801419,0
801420,0
801421,1
801422,0
801423,0
801424,0
801425,0
801426,0
801427,0
801428,0
801429,0
801430,0
801431,1
801432,0
801433,0
801434,0
801435,0
801436,0
801437,0
801438,0
801439,0
801440,0
801441,0
801442,0
801443,0
801444,1
801445,0
801446,0
801447,0
801448,0
801449,0
801450,0
801451,0
801452,0
801453,0
801454,0
801455,0
801456,0
801457,0
801458,0
801459,0
801460,0
801461,0
801462,0
801463,0
801464,0
801465,0
801466,0
801467,0
801468,0
801469,0
801470,0
801471,0
801472,0
801473,0
801474,0
801475,0
801476,0
801477,0
801478,0
801479,0
801480,0
801481,0
801482,0
801483,0
801484,0
801485,0
801486,0
801487,0
801488,1
801489,0
801490,0
801491,0
801492,0
801493,0
801494,0
801495,0
801496,0
801497,0
801498,0
801499,0
801500,0
801501,0
801502,0
801503,0
801504,0
801505,0
801506,0
801507,0
801508,0
801509,0
801510,0
801511,0
801512,0
801513,0
801514,1
801515,0
801516,0
801517,0
801518,0
801519,0
801520,0
801521,0
801522,0
801523,0
801524,0
801525,0
801526,0
801527,0
801528,0
801529,0
801530,0
801531,1
801532,0
801533,0
801534,1
801535,1
801536,0
801537,0
801538,0
801539,0
801540,1
801541,0
801542,0
801543,0
801544,0
801545,0
801546,0
801547,0
801548,0
801549,0
801550,1
801551,0
801552,0
801553,1
801554,0
801555,0
801556,0
801557,0
801558,0
801559,0
801560,0
801561,0
801562,0
801563,0
801564,0
801565,0
801566,1
801567,0
801568,0
801569,0
801570,0
801571,1
801572,0
801573,0
801574,0
801575,0
801576,1
801577,0
801578,0
801579,0
801580,0
801581,0
801582,0
801583,1
801584,0
801585,0
801586,0
801587,0
801588,0
801589,0
801590,0
801591,0
801592,0
801593,0
801594,0
801595,0
801596,0
801597,0
801598,0
801599,0
801600,0
801601,0
801602,0
801603,0
801604,0
801605,0
801606,0
801607,1
801608,0
801609,0
801610,0
801611,0
801612,0
801613,0
801614,0
801615,1
801616,0
801617,1
801618,0
801619,1
801620,0
801621,0
801622,0
801623,0
801624,0
801625,0
801626,0
801627,1
801628,0
801629,0
801630,0
801631,0
801632,0
801633,1
801634,0
801635,0
801636,0
801637,0
801638,0
801639,0
801640,0
801641,0
801642,0
801643,0
801644,0
801645,0
801646,0
801647,0
801648,0
801649,0
801650,1
801651,0
801652,0
801653,0
801654,0
801655,0
801656,0
801657,0
801658,0
801659,1
801660,0
801661,0
801662,0
801663,0
801664,0
801665,0
801666,1
801667,0
801668,0
801669,0
801670,0
801671,0
801672,0
801673,0
801674,0
801675,0
801676,0
801677,1
801678,0
801679,0
801680,0
801681,0
801682,0
801683,0
801684,0
801685,1
801686,0
801687,0
801688,1
801689,0
801690,0
801691,0
801692,0
801693,0
801694,0
801695,1
801696,0
801697,0
801698,0
801699,1
801700,0
801701,0
801702,0
801703,0
801704,0
801705,0
801706,1
801707,0
801708,0
801709,0
801710,0
801711,0
801712,0
801713,0
801714,0
801715,0
801716,0
801717,0
801718,0
801719,0
801720,0
801721,0
801722,0
801723,0
801724,0
801725,0
801726,0
801727,0
801728,0
801729,1
801730,0
801731,1
801732,0
801733,0
801734,0
801735,0
801736,0
801737,0
801738,0
801739,1
801740,0
801741,0
801742,0
801743,0
801744,0
801745,0
801746,0
801747,0
801748,0
801749,1
801750,0
801751,0
801752,0
801753,0
801754,0
801755,0
801756,0
801757,0
801758,0
801759,0
801760,0
801761,0
801762,0
801763,0
801764,1
801765,0
801766,0
801767,0
801768,0
801769,0
801770,0
801771,0
801772,0
801773,0
801774,0
801775,0
801776,1
801777,0
801778,0
801779,0
801780,0
801781,0
801782,0
801783,0
801784,0
801785,0
801786,0
801787,0
801788,0
801789,0
801790,1
801791,0
801792,0
801793,0
801794,0
801795,0
801796,0
801797,0
801798,0
801799,0
801800,0
801801,0
801802,0
801803,0
801804,0
801805,0
801806,1
801807,0
801808,0
801809,0
801810,0
801811,0
801812,1
801813,0
801814,0
801815,0
801816,0
801817,0
801818,0
801819,0
801820,0
801821,0
801822,0
801823,0
801824,1
801825,0
801826,0
801827,0
801828,0
801829,0
801830,0
801831,0
801832,0
801833,0
801834,0
801835,0
801836,0
801837,0
801838,0
801839,0
801840,0
801841,0
801842,0
801843,0
801844,1
801845,1
801846,0
801847,0
801848,0
801849,1
801850,0
801851,0
801852,0
801853,1
801854,0
801855,0
801856,0
801857,0
801858,0
801859,0
801860,0
801861,0
801862,0
801863,0
801864,0
801865,0
801866,0
801867,0
801868,1
801869,0
801870,0
801871,0
801872,1
801873,0
801874,0
801875,0
801876,0
801877,0
801878,0
801879,0
801880,0
801881,0
801882,0
801883,1
801884,0
801885,1
801886,0
801887,0
801888,0
801889,0
801890,0
801891,0
801892,0
801893,0
801894,0
801895,0
801896,0
801897,0
801898,1
801899,0
801900,0
801901,0
801902,0
801903,0
801904,0
801905,0
801906,1
801907,0
801908,0
801909,0
801910,0
801911,0
801912,0
801913,0
801914,0
801915,0
801916,0
801917,0
801918,0
801919,0
801920,0
801921,1
801922,1
801923,1
801924,0
801925,0
801926,1
801927,0
801928,0
801929,0
801930,0
801931,0
801932,0
801933,0
801934,0
801935,0
801936,0
801937,0
801938,0
801939,0
801940,0
801941,0
801942,0
801943,0
801944,0
801945,0
801946,0
801947,0
801948,0
801949,1
801950,0
801951,0
801952,0
801953,1
801954,0
801955,0
801956,0
801957,0
801958,0
801959,0
801960,1
801961,0
801962,0
801963,0
801964,0
801965,0
801966,0
801967,0
801968,0
801969,0
801970,0
801971,0
801972,0
801973,0
801974,0
801975,1
801976,0
801977,1
801978,0
801979,0
801980,0
801981,0
801982,0
801983,0
801984,0
801985,1
801986,0
801987,0
801988,0
801989,0
801990,1
801991,0
801992,0
801993,0
801994,0
801995,1
801996,0
801997,0
801998,1
801999,0
802000,1
